Code INSEE région,Région,Nature,Date,Heure,Date - Heure,Consommation (MW),Thermique (MW),Nucléaire (MW),Eolien (MW),Solaire (MW),Hydraulique (MW),Pompage (MW),Bioénergies (MW),Ech. physiques (MW),Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Column 30
11,Île-de-France,Données définitives,2024-12-07,10:30,2024-12-07T09:30:00+00:00,8872.0,140.0,0.0,130,39.0,5.0,0.0,144.0,8412.0,0.0,0.0,130.0,0.0,1.58,6.51,0.0,,1.47,89.66,0.44,9.35,0.06,26.32,1.62,41.86,
32,Hauts-de-France,Données définitives,2024-12-07,10:30,2024-12-07T09:30:00+00:00,6172.0,292.0,4591.0,5441,100.0,2.0,0.0,141.0,-4398.0,0.0,0.0,5441.0,0.0,4.73,12.15,74.38,84.08,88.16,85.93,1.62,12.9,0.03,50.0,2.28,71.57,
32,Hauts-de-France,Données définitives,2024-12-07,11:00,2024-12-07T10:00:00+00:00,6129.0,306.0,4591.0,5502,158.0,2.0,0.0,140.0,-4570.0,0.0,0.0,5502.0,0.0,4.99,12.73,74.91,84.08,89.77,86.89,2.58,20.39,0.03,50.0,2.28,71.07,
11,Île-de-France,Données définitives,2024-12-07,11:00,2024-12-07T10:00:00+00:00,8944.0,139.0,0.0,132,65.0,5.0,0.0,144.0,8460.0,0.0,0.0,132.0,0.0,1.55,6.47,0.0,,1.48,91.03,0.73,15.59,0.06,26.32,1.61,41.86,
32,Hauts-de-France,Données définitives,2024-12-07,11:30,2024-12-07T10:30:00+00:00,6132.0,296.0,4591.0,5510,157.0,2.0,0.0,142.0,-4564.0,0.0,0.0,5510.0,0.0,4.83,12.32,74.87,84.08,89.86,87.02,2.56,20.26,0.03,50.0,2.32,72.08,
11,Île-de-France,Données définitives,2024-12-07,11:30,2024-12-07T10:30:00+00:00,9111.0,137.0,0.0,136,77.0,5.0,0.0,142.0,8615.0,0.0,0.0,136.0,0.0,1.5,6.38,0.0,,1.49,93.79,0.85,18.47,0.05,26.32,1.56,41.28,
11,Île-de-France,Données définitives,2024-12-07,12:00,2024-12-07T11:00:00+00:00,9304.0,137.0,0.0,136,85.0,5.0,0.0,142.0,8800.0,0.0,0.0,136.0,0.0,1.47,6.38,0.0,,1.46,93.79,0.91,20.38,0.05,26.32,1.53,41.28,
32,Hauts-de-France,Données définitives,2024-12-07,12:00,2024-12-07T11:00:00+00:00,6278.0,300.0,4591.0,5498,112.0,2.0,0.0,138.0,-4362.0,0.0,0.0,5498.0,0.0,4.78,12.48,73.13,84.08,87.58,86.83,1.78,14.45,0.03,50.0,2.2,70.05,
11,Île-de-France,Données définitives,2024-12-07,12:30,2024-12-07T11:30:00+00:00,9433.0,137.0,0.0,137,85.0,5.0,0.0,140.0,8930.0,0.0,0.0,137.0,0.0,1.45,6.38,0.0,,1.45,94.48,0.9,20.38,0.05,26.32,1.48,40.7,
32,Hauts-de-France,Données définitives,2024-12-07,12:30,2024-12-07T11:30:00+00:00,6330.0,293.0,4591.0,5499,113.0,2.0,0.0,140.0,-4304.0,0.0,0.0,5499.0,0.0,4.63,12.19,72.53,84.08,86.87,86.84,1.79,14.58,0.03,50.0,2.21,71.07,
32,Hauts-de-France,Données définitives,2024-12-07,13:00,2024-12-07T12:00:00+00:00,6541.0,298.0,4593.0,5491,120.0,2.0,0.0,141.0,-4101.0,0.0,0.0,5491.0,0.0,4.56,12.4,70.22,84.12,83.95,86.72,1.83,15.48,0.03,50.0,2.16,71.57,
11,Île-de-France,Données définitives,2024-12-07,13:00,2024-12-07T12:00:00+00:00,9475.0,137.0,0.0,137,96.0,5.0,0.0,139.0,8963.0,0.0,0.0,137.0,0.0,1.45,6.38,0.0,,1.45,94.48,1.01,23.02,0.05,26.32,1.47,40.41,
32,Hauts-de-France,Données définitives,2024-12-07,13:30,2024-12-07T12:30:00+00:00,6444.0,291.0,4596.0,5473,79.0,2.0,0.0,142.0,-4138.0,0.0,0.0,5473.0,0.0,4.52,12.11,71.32,84.18,84.93,86.43,1.23,10.19,0.03,50.0,2.2,72.08,
11,Île-de-France,Données définitives,2024-12-07,13:30,2024-12-07T12:30:00+00:00,9329.0,137.0,0.0,137,119.0,5.0,0.0,142.0,8789.0,0.0,0.0,137.0,0.0,1.47,6.38,0.0,,1.47,94.48,1.28,28.54,0.05,26.32,1.52,41.28,
11,Île-de-France,Données définitives,2024-12-07,14:00,2024-12-07T13:00:00+00:00,9169.0,138.0,0.0,138,116.0,5.0,0.0,142.0,8631.0,0.0,0.0,138.0,0.0,1.51,6.42,0.0,,1.51,95.17,1.27,27.82,0.05,26.32,1.55,41.28,
32,Hauts-de-France,Données définitives,2024-12-07,14:00,2024-12-07T13:00:00+00:00,6313.0,282.0,4597.0,5489,73.0,2.0,0.0,145.0,-4275.0,0.0,0.0,5489.0,0.0,4.47,11.74,72.82,84.19,86.95,86.69,1.16,9.42,0.03,50.0,2.3,73.6,
32,Hauts-de-France,Données définitives,2024-12-07,14:30,2024-12-07T13:30:00+00:00,6219.0,278.0,4600.0,5507,56.0,2.0,0.0,145.0,-4372.0,0.0,0.0,5507.0,0.0,4.47,11.57,73.97,84.25,88.55,86.97,0.9,7.23,0.03,50.0,2.33,73.6,
11,Île-de-France,Données définitives,2024-12-07,14:30,2024-12-07T13:30:00+00:00,9115.0,139.0,0.0,137,96.0,5.0,0.0,139.0,8597.0,0.0,0.0,137.0,0.0,1.52,6.47,0.0,,1.5,94.48,1.05,23.02,0.05,26.32,1.52,40.41,
32,Hauts-de-France,Données définitives,2024-12-07,15:00,2024-12-07T14:00:00+00:00,6207.0,282.0,4601.0,5499,41.0,2.0,0.0,143.0,-4362.0,0.0,0.0,5499.0,0.0,4.54,11.74,74.13,84.27,88.59,86.84,0.66,5.29,0.03,50.0,2.3,72.59,
11,Île-de-France,Données définitives,2024-12-07,15:00,2024-12-07T14:00:00+00:00,9092.0,140.0,0.0,138,51.0,5.0,0.0,139.0,8619.0,0.0,0.0,138.0,0.0,1.54,6.51,0.0,,1.52,95.17,0.56,12.23,0.05,26.32,1.53,40.41,
32,Hauts-de-France,Données définitives,2024-12-07,15:30,2024-12-07T14:30:00+00:00,6139.0,279.0,4602.0,5506,17.0,2.0,0.0,144.0,-4409.0,0.0,0.0,5506.0,0.0,4.54,11.61,74.96,84.29,89.69,86.96,0.28,2.19,0.03,50.0,2.35,73.1,
11,Île-de-France,Données définitives,2024-12-07,15:30,2024-12-07T14:30:00+00:00,8985.0,140.0,0.0,138,38.0,5.0,0.0,140.0,8524.0,0.0,0.0,138.0,0.0,1.56,6.51,0.0,,1.54,95.17,0.42,9.11,0.06,26.32,1.56,40.7,
11,Île-de-France,Données définitives,2024-12-07,16:00,2024-12-07T15:00:00+00:00,8976.0,140.0,0.0,138,18.0,5.0,0.0,145.0,8531.0,0.0,0.0,138.0,0.0,1.56,6.51,0.0,,1.54,95.17,0.2,4.32,0.06,26.32,1.62,42.15,
32,Hauts-de-France,Données définitives,2024-12-07,16:00,2024-12-07T15:00:00+00:00,6034.0,281.0,4603.0,5498,10.0,2.0,0.0,143.0,-4502.0,0.0,0.0,5498.0,0.0,4.66,11.69,76.28,84.3,91.12,86.83,0.17,1.29,0.03,50.0,2.37,72.59,
11,Île-de-France,Données définitives,2024-12-07,16:30,2024-12-07T15:30:00+00:00,9066.0,140.0,0.0,138,6.0,5.0,0.0,146.0,8633.0,0.0,0.0,138.0,0.0,1.54,6.51,0.0,,1.52,95.17,0.07,1.44,0.06,26.32,1.61,42.44,
32,Hauts-de-France,Données définitives,2024-12-07,16:30,2024-12-07T15:30:00+00:00,6003.0,296.0,4603.0,5435,2.0,2.0,0.0,142.0,-4474.0,0.0,0.0,5435.0,0.0,4.93,12.32,76.68,84.3,90.54,85.83,0.03,0.26,0.03,50.0,2.37,72.08,
11,Île-de-France,Données définitives,2024-12-07,17:00,2024-12-07T16:00:00+00:00,9205.0,140.0,0.0,138,0.0,5.0,0.0,144.0,8779.0,0.0,0.0,138.0,0.0,1.52,6.51,0.0,,1.5,95.17,0.0,0.0,0.05,26.32,1.56,41.86,
32,Hauts-de-France,Données définitives,2024-12-07,17:00,2024-12-07T16:00:00+00:00,6162.0,290.0,4603.0,5316,0.0,2.0,0.0,144.0,-4190.0,0.0,0.0,5316.0,0.0,4.71,12.07,74.7,84.3,86.27,83.95,0.0,0.0,0.03,50.0,2.34,73.1,
32,Hauts-de-France,Données définitives,2024-12-07,17:30,2024-12-07T16:30:00+00:00,6270.0,302.0,4602.0,5173,0.0,2.0,0.0,143.0,-3952.0,0.0,0.0,5173.0,0.0,4.82,12.57,73.4,84.29,82.5,81.7,0.0,0.0,0.03,50.0,2.28,72.59,
11,Île-de-France,Données définitives,2024-12-07,17:30,2024-12-07T16:30:00+00:00,9455.0,140.0,0.0,138,0.0,5.0,0.0,146.0,9027.0,0.0,0.0,138.0,0.0,1.48,6.51,0.0,,1.46,95.17,0.0,0.0,0.05,26.32,1.54,42.44,
11,Île-de-France,Données définitives,2024-12-07,18:00,2024-12-07T17:00:00+00:00,9646.0,140.0,0.0,138,0.0,5.0,0.0,146.0,9218.0,0.0,0.0,138.0,0.0,1.45,6.51,0.0,,1.43,95.17,0.0,0.0,0.05,26.32,1.51,42.44,
32,Hauts-de-France,Données définitives,2024-12-07,18:00,2024-12-07T17:00:00+00:00,6246.0,301.0,4602.0,4973,0.0,2.0,0.0,144.0,-3776.0,0.0,0.0,4973.0,0.0,4.82,12.53,73.68,84.29,79.62,78.54,0.0,0.0,0.03,50.0,2.31,73.1,
11,Île-de-France,Données définitives,2024-12-07,18:30,2024-12-07T17:30:00+00:00,9780.0,140.0,0.0,138,0.0,5.0,0.0,144.0,9354.0,0.0,0.0,138.0,0.0,1.43,6.51,0.0,,1.41,95.17,0.0,0.0,0.05,26.32,1.47,41.86,
32,Hauts-de-France,Données définitives,2024-12-07,18:30,2024-12-07T17:30:00+00:00,6334.0,297.0,4548.0,4667,0.0,2.0,0.0,143.0,-3323.0,0.0,0.0,4667.0,0.0,4.69,12.36,71.8,83.3,73.68,73.7,0.0,0.0,0.03,50.0,2.26,72.59,
32,Hauts-de-France,Données définitives,2024-12-07,19:00,2024-12-07T18:00:00+00:00,6391.0,300.0,4539.0,4459,0.0,2.0,0.0,145.0,-3053.0,0.0,0.0,4459.0,0.0,4.69,12.48,71.02,83.13,69.77,70.42,0.0,0.0,0.03,50.0,2.27,73.6,
11,Île-de-France,Données définitives,2024-12-07,19:00,2024-12-07T18:00:00+00:00,9811.0,141.0,0.0,138,0.0,5.0,0.0,146.0,9382.0,0.0,0.0,138.0,0.0,1.44,6.56,0.0,,1.41,95.17,0.0,0.0,0.05,26.32,1.49,42.44,
11,Île-de-France,Données définitives,2024-12-07,19:30,2024-12-07T18:30:00+00:00,9970.0,140.0,0.0,138,0.0,5.0,0.0,148.0,9539.0,0.0,0.0,138.0,0.0,1.4,6.51,0.0,,1.38,95.17,0.0,0.0,0.05,26.32,1.48,43.02,
32,Hauts-de-France,Données définitives,2024-12-07,19:30,2024-12-07T18:30:00+00:00,6321.0,297.0,4576.0,4355,0.0,2.0,0.0,144.0,-3055.0,0.0,0.0,4355.0,0.0,4.7,12.36,72.39,83.81,68.9,68.78,0.0,0.0,0.03,50.0,2.28,73.1,
11,Île-de-France,Données définitives,2024-12-07,20:00,2024-12-07T19:00:00+00:00,9859.0,140.0,0.0,137,0.0,5.0,0.0,147.0,9431.0,0.0,0.0,137.0,0.0,1.42,6.51,0.0,,1.39,94.48,0.0,0.0,0.05,26.32,1.49,42.73,
32,Hauts-de-France,Données définitives,2024-12-07,20:00,2024-12-07T19:00:00+00:00,6272.0,300.0,4586.0,4345,0.0,2.0,0.0,145.0,-3106.0,0.0,0.0,4345.0,0.0,4.78,12.48,73.12,83.99,69.28,68.62,0.0,0.0,0.03,50.0,2.31,73.6,
11,Île-de-France,Données définitives,2024-12-07,20:30,2024-12-07T19:30:00+00:00,9652.0,140.0,0.0,135,0.0,5.0,0.0,146.0,9227.0,0.0,0.0,135.0,0.0,1.45,6.51,0.0,,1.4,93.1,0.0,0.0,0.05,26.32,1.51,42.44,
32,Hauts-de-France,Données définitives,2024-12-07,20:30,2024-12-07T19:30:00+00:00,6152.0,302.0,4591.0,4291,0.0,2.0,0.0,145.0,-3179.0,0.0,0.0,4291.0,0.0,4.91,12.57,74.63,84.08,69.75,67.77,0.0,0.0,0.03,50.0,2.36,73.6,
11,Île-de-France,Données définitives,2024-12-07,21:00,2024-12-07T20:00:00+00:00,9383.0,140.0,0.0,130,0.0,5.0,0.0,148.0,8961.0,0.0,0.0,130.0,0.0,1.49,6.51,0.0,,1.39,89.66,0.0,0.0,0.05,26.32,1.58,43.02,
32,Hauts-de-France,Données définitives,2024-12-07,21:00,2024-12-07T20:00:00+00:00,5982.0,296.0,4590.0,4408,0.0,2.0,0.0,145.0,-3459.0,0.0,0.0,4408.0,0.0,4.95,12.32,76.73,84.07,73.69,69.61,0.0,0.0,0.03,50.0,2.42,73.6,
11,Île-de-France,Données définitives,2024-12-07,21:30,2024-12-07T20:30:00+00:00,9164.0,140.0,0.0,127,0.0,5.0,0.0,147.0,8745.0,0.0,0.0,127.0,0.0,1.53,6.51,0.0,,1.39,87.59,0.0,0.0,0.05,26.32,1.6,42.73,
32,Hauts-de-France,Données définitives,2024-12-07,21:30,2024-12-07T20:30:00+00:00,5894.0,293.0,4589.0,4458,0.0,2.0,0.0,145.0,-3593.0,0.0,0.0,4458.0,0.0,4.97,12.19,77.86,84.05,75.64,70.4,0.0,0.0,0.03,50.0,2.46,73.6,
11,Île-de-France,Données définitives,2024-12-07,22:00,2024-12-07T21:00:00+00:00,8973.0,140.0,0.0,132,0.0,5.0,0.0,146.0,8551.0,0.0,0.0,132.0,0.0,1.56,6.51,0.0,,1.47,91.03,0.0,0.0,0.06,26.32,1.63,42.44,
32,Hauts-de-France,Données définitives,2024-12-07,22:00,2024-12-07T21:00:00+00:00,5857.0,300.0,4590.0,4534,0.0,2.0,0.0,145.0,-3713.0,0.0,0.0,4534.0,0.0,5.12,12.48,78.37,84.07,77.41,71.6,0.0,0.0,0.03,50.0,2.48,73.6,
11,Île-de-France,Données définitives,2024-12-07,22:30,2024-12-07T21:30:00+00:00,8906.0,140.0,0.0,127,0.0,4.0,0.0,147.0,8488.0,0.0,0.0,127.0,0.0,1.57,6.51,0.0,,1.43,87.59,0.0,0.0,0.04,21.05,1.65,42.73,
32,Hauts-de-France,Données définitives,2024-12-07,22:30,2024-12-07T21:30:00+00:00,5830.0,304.0,4592.0,4650,0.0,2.0,0.0,145.0,-3863.0,0.0,0.0,4650.0,0.0,5.21,12.65,78.77,84.1,79.76,73.44,0.0,0.0,0.03,50.0,2.49,73.6,
11,Île-de-France,Données définitives,2024-12-07,23:00,2024-12-07T22:00:00+00:00,9174.0,140.0,0.0,130,0.0,4.0,0.0,149.0,8751.0,0.0,0.0,130.0,0.0,1.53,6.51,0.0,,1.42,89.66,0.0,0.0,0.04,21.05,1.62,43.31,
32,Hauts-de-France,Données définitives,2024-12-07,23:00,2024-12-07T22:00:00+00:00,5806.0,306.0,4592.0,4762,0.0,2.0,0.0,145.0,-4000.0,0.0,0.0,4762.0,0.0,5.27,12.73,79.09,84.1,82.02,75.21,0.0,0.0,0.03,50.0,2.5,73.6,
32,Hauts-de-France,Données définitives,2024-12-07,23:30,2024-12-07T22:30:00+00:00,5792.0,296.0,4592.0,4782,0.0,2.0,0.0,146.0,-4029.0,0.0,0.0,4782.0,0.0,5.11,12.32,79.28,84.1,82.56,75.52,0.0,0.0,0.03,50.0,2.52,74.11,
11,Île-de-France,Données définitives,2024-12-07,23:30,2024-12-07T22:30:00+00:00,9062.0,140.0,0.0,129,0.0,4.0,0.0,146.0,8640.0,0.0,0.0,129.0,0.0,1.54,6.51,0.0,,1.42,88.97,0.0,0.0,0.04,21.05,1.61,42.44,
32,Hauts-de-France,Données définitives,2024-12-08,00:00,2024-12-07T23:00:00+00:00,5999.0,297.0,4592.0,4883,0.0,2.0,0.0,145.0,-3919.0,0.0,0.0,4883.0,0.0,4.95,12.36,76.55,84.1,81.4,77.12,0.0,0.0,0.03,50.0,2.42,73.6,
11,Île-de-France,Données définitives,2024-12-08,00:00,2024-12-07T23:00:00+00:00,8818.0,140.0,0.0,129,0.0,4.0,0.0,147.0,8399.0,0.0,0.0,129.0,0.0,1.59,6.51,0.0,,1.46,88.97,0.0,0.0,0.05,21.05,1.67,42.73,
32,Hauts-de-France,Données définitives,2024-12-08,00:30,2024-12-07T23:30:00+00:00,5895.0,304.0,4550.0,4926,0.0,2.0,0.0,146.0,-4032.0,0.0,0.0,4926.0,0.0,5.16,12.65,77.18,83.33,83.56,77.8,0.0,0.0,0.03,50.0,2.48,74.11,
11,Île-de-France,Données définitives,2024-12-08,00:30,2024-12-07T23:30:00+00:00,8630.0,140.0,0.0,125,0.0,4.0,0.0,148.0,8213.0,0.0,0.0,125.0,0.0,1.62,6.51,0.0,,1.45,86.21,0.0,0.0,0.05,21.05,1.71,43.02,
32,Hauts-de-France,Données définitives,2024-12-08,01:00,2024-12-08T00:00:00+00:00,5780.0,296.0,4521.0,4981,0.0,2.0,0.0,144.0,-4162.0,0.0,0.0,4981.0,0.0,5.12,12.32,78.22,82.8,86.18,78.66,0.0,0.0,0.03,50.0,2.49,73.1,
11,Île-de-France,Données définitives,2024-12-08,01:00,2024-12-08T00:00:00+00:00,8203.0,140.0,0.0,122,0.0,4.0,0.0,148.0,7790.0,0.0,0.0,122.0,0.0,1.71,6.51,0.0,,1.49,84.14,0.0,0.0,0.05,21.05,1.8,43.02,
32,Hauts-de-France,Données définitives,2024-12-08,01:30,2024-12-08T00:30:00+00:00,5750.0,302.0,4529.0,4990,0.0,2.0,0.0,145.0,-4215.0,0.0,0.0,4990.0,0.0,5.25,12.57,78.77,82.95,86.78,78.81,0.0,0.0,0.03,50.0,2.52,73.6,
11,Île-de-France,Données définitives,2024-12-08,01:30,2024-12-08T00:30:00+00:00,7927.0,138.0,0.0,123,0.0,4.0,0.0,150.0,7514.0,0.0,0.0,123.0,0.0,1.74,6.42,0.0,,1.55,84.83,0.0,0.0,0.05,21.05,1.89,43.6,
11,Île-de-France,Données définitives,2024-12-08,02:00,2024-12-08T01:00:00+00:00,7606.0,136.0,0.0,118,0.0,4.0,0.0,148.0,7204.0,0.0,0.0,118.0,0.0,1.79,6.33,0.0,,1.55,81.38,0.0,0.0,0.05,21.05,1.95,43.02,
32,Hauts-de-France,Données définitives,2024-12-08,02:00,2024-12-08T01:00:00+00:00,5616.0,297.0,4506.0,4988,0.0,2.0,0.0,147.0,-4318.0,0.0,0.0,4988.0,0.0,5.29,12.36,80.24,82.53,88.82,78.77,0.0,0.0,0.04,50.0,2.62,74.62,
11,Île-de-France,Données définitives,2024-12-08,02:30,2024-12-08T01:30:00+00:00,7512.0,136.0,0.0,114,0.0,4.0,0.0,151.0,7108.0,0.0,0.0,114.0,0.0,1.81,6.33,0.0,,1.52,78.62,0.0,0.0,0.05,21.05,2.01,43.9,
32,Hauts-de-France,Données définitives,2024-12-08,02:30,2024-12-08T01:30:00+00:00,5372.0,301.0,4526.0,5044,0.0,2.0,0.0,138.0,-4637.0,0.0,0.0,5044.0,0.0,5.6,12.53,84.25,82.89,93.89,79.66,0.0,0.0,0.04,50.0,2.57,70.05,
11,Île-de-France,Données définitives,2024-12-08,03:00,2024-12-08T02:00:00+00:00,7293.0,139.0,0.0,112,0.0,4.0,0.0,152.0,6886.0,0.0,0.0,112.0,0.0,1.91,6.47,0.0,,1.54,77.24,0.0,0.0,0.05,21.05,2.08,44.19,
32,Hauts-de-France,Données définitives,2024-12-08,03:00,2024-12-08T02:00:00+00:00,5227.0,313.0,4520.0,5148,0.0,2.0,0.0,131.0,-4886.0,0.0,0.0,5148.0,0.0,5.99,13.03,86.47,82.78,98.49,81.3,0.0,0.0,0.04,50.0,2.51,66.5,
11,Île-de-France,Données définitives,2024-12-08,03:30,2024-12-08T02:30:00+00:00,7211.0,140.0,0.0,112,0.0,4.0,0.0,150.0,6804.0,0.0,0.0,112.0,0.0,1.94,6.51,0.0,,1.55,77.24,0.0,0.0,0.06,21.05,2.08,43.6,
32,Hauts-de-France,Données définitives,2024-12-08,03:30,2024-12-08T02:30:00+00:00,5103.0,285.0,4537.0,5218,0.0,2.0,0.0,128.0,-5067.0,0.0,0.0,5218.0,0.0,5.58,11.86,88.91,83.1,102.25,82.41,0.0,0.0,0.04,50.0,2.51,64.97,
11,Île-de-France,Données définitives,2024-12-08,04:00,2024-12-08T03:00:00+00:00,7051.0,140.0,0.0,112,0.0,4.0,0.0,151.0,6642.0,0.0,0.0,112.0,0.0,1.99,6.51,0.0,,1.59,77.24,0.0,0.0,0.06,21.05,2.14,43.9,
32,Hauts-de-France,Données définitives,2024-12-08,04:00,2024-12-08T03:00:00+00:00,5171.0,309.0,4537.0,5216,0.0,2.0,0.0,145.0,-5040.0,0.0,0.0,5216.0,0.0,5.98,12.86,87.74,83.1,100.87,82.38,0.0,0.0,0.04,50.0,2.8,73.6,
11,Île-de-France,Données définitives,2024-12-08,04:30,2024-12-08T03:30:00+00:00,6993.0,140.0,0.0,107,0.0,4.0,0.0,147.0,6595.0,0.0,0.0,107.0,0.0,2.0,6.51,0.0,,1.53,73.79,0.0,0.0,0.06,21.05,2.1,42.73,
32,Hauts-de-France,Données définitives,2024-12-08,04:30,2024-12-08T03:30:00+00:00,5009.0,302.0,4543.0,5204,0.0,2.0,0.0,146.0,-5189.0,0.0,0.0,5204.0,0.0,6.03,12.57,90.7,83.21,103.89,82.19,0.0,0.0,0.04,50.0,2.91,74.11,
32,Hauts-de-France,Données définitives,2024-12-08,05:00,2024-12-08T04:00:00+00:00,4996.0,300.0,4532.0,5248,0.0,2.0,0.0,134.0,-5220.0,0.0,0.0,5248.0,0.0,6.0,12.48,90.71,83.0,105.04,82.88,0.0,0.0,0.04,50.0,2.68,68.02,
11,Île-de-France,Données définitives,2024-12-08,05:00,2024-12-08T04:00:00+00:00,7021.0,140.0,0.0,105,0.0,4.0,0.0,151.0,6620.0,0.0,0.0,105.0,0.0,1.99,6.51,0.0,,1.5,72.41,0.0,0.0,0.06,21.05,2.15,43.9,
11,Île-de-France,Données définitives,2024-12-08,05:30,2024-12-08T04:30:00+00:00,7075.0,140.0,0.0,106,0.0,4.0,0.0,148.0,6677.0,0.0,0.0,106.0,0.0,1.98,6.51,0.0,,1.5,73.1,0.0,0.0,0.06,21.05,2.09,43.02,
32,Hauts-de-France,Données définitives,2024-12-08,05:30,2024-12-08T04:30:00+00:00,5056.0,295.0,4536.0,5231,0.0,2.0,0.0,115.0,-5121.0,0.0,0.0,5231.0,0.0,5.83,12.28,89.72,83.08,103.46,82.61,0.0,0.0,0.04,50.0,2.27,58.38,
11,Île-de-France,Données définitives,2024-12-08,06:00,2024-12-08T05:00:00+00:00,7120.0,140.0,0.0,98,0.0,4.0,0.0,146.0,6733.0,0.0,0.0,98.0,0.0,1.97,6.51,0.0,,1.38,67.59,0.0,0.0,0.06,21.05,2.05,42.44,
32,Hauts-de-France,Données définitives,2024-12-08,06:00,2024-12-08T05:00:00+00:00,4984.0,299.0,4540.0,5243,0.0,2.0,0.0,128.0,-5226.0,0.0,0.0,5243.0,0.0,6.0,12.44,91.09,83.15,105.2,82.8,0.0,0.0,0.04,50.0,2.57,64.97,
11,Île-de-France,Données définitives,2024-12-08,06:30,2024-12-08T05:30:00+00:00,7239.0,140.0,0.0,91,0.0,4.0,0.0,143.0,6858.0,0.0,0.0,91.0,0.0,1.93,6.51,0.0,,1.26,62.76,0.0,0.0,0.06,21.05,1.98,41.57,
32,Hauts-de-France,Données définitives,2024-12-08,06:30,2024-12-08T05:30:00+00:00,5136.0,297.0,4573.0,5268,0.0,2.0,0.0,112.0,-5120.0,0.0,0.0,5268.0,0.0,5.78,12.36,89.04,83.75,102.57,83.2,0.0,0.0,0.04,50.0,2.18,56.85,
32,Hauts-de-France,Données définitives,2024-12-08,07:00,2024-12-08T06:00:00+00:00,5204.0,302.0,4545.0,5279,0.0,2.0,0.0,108.0,-5032.0,0.0,0.0,5279.0,0.0,5.8,12.57,87.34,83.24,101.44,83.37,0.0,0.0,0.04,50.0,2.08,54.82,
11,Île-de-France,Données définitives,2024-12-08,07:00,2024-12-08T06:00:00+00:00,7277.0,137.0,0.0,94,0.0,4.0,0.0,144.0,6897.0,0.0,0.0,94.0,0.0,1.88,6.38,0.0,,1.29,64.83,0.0,0.0,0.05,21.05,1.98,41.86,
11,Île-de-France,Données définitives,2024-12-08,07:30,2024-12-08T06:30:00+00:00,7482.0,137.0,0.0,103,0.0,4.0,0.0,145.0,7093.0,0.0,0.0,103.0,0.0,1.83,6.38,0.0,,1.38,71.03,0.0,0.0,0.05,21.05,1.94,42.15,
32,Hauts-de-France,Données définitives,2024-12-08,07:30,2024-12-08T06:30:00+00:00,5228.0,300.0,4542.0,5300,0.0,2.0,0.0,109.0,-5025.0,0.0,0.0,5300.0,0.0,5.74,12.48,86.88,83.19,101.38,83.7,0.0,0.0,0.04,50.0,2.08,55.33,
11,Île-de-France,Données définitives,2024-12-08,08:00,2024-12-08T07:00:00+00:00,7590.0,137.0,0.0,110,0.0,4.0,0.0,149.0,7191.0,0.0,0.0,110.0,0.0,1.81,6.38,0.0,,1.45,75.86,0.0,0.0,0.05,21.05,1.96,43.31,
32,Hauts-de-France,Données définitives,2024-12-08,08:00,2024-12-08T07:00:00+00:00,5379.0,292.0,4548.0,5336,0.0,2.0,0.0,109.0,-4908.0,0.0,0.0,5336.0,0.0,5.43,12.15,84.55,83.3,99.2,84.27,0.0,0.0,0.04,50.0,2.03,55.33,
32,Hauts-de-France,Données définitives,2024-12-08,08:30,2024-12-08T07:30:00+00:00,5511.0,303.0,4544.0,5330,0.0,2.0,0.0,112.0,-4776.0,0.0,0.0,5330.0,0.0,5.5,12.61,82.45,83.22,96.72,84.18,0.0,0.0,0.04,50.0,2.03,56.85,
11,Île-de-France,Données définitives,2024-12-08,08:30,2024-12-08T07:30:00+00:00,7813.0,137.0,0.0,116,0.0,4.0,0.0,150.0,7407.0,0.0,0.0,116.0,0.0,1.75,6.38,0.0,,1.48,80.0,0.0,0.0,0.05,21.05,1.92,43.6,
32,Hauts-de-France,Données définitives,2024-12-08,09:00,2024-12-08T08:00:00+00:00,5461.0,288.0,4553.0,5323,1.0,2.0,0.0,109.0,-4811.0,0.0,0.0,5323.0,0.0,5.27,11.99,83.37,83.39,97.47,84.07,0.02,0.13,0.04,50.0,2.0,55.33,
11,Île-de-France,Données définitives,2024-12-08,09:00,2024-12-08T08:00:00+00:00,8081.0,137.0,0.0,117,0.0,4.0,0.0,148.0,7676.0,0.0,0.0,117.0,0.0,1.7,6.38,0.0,,1.45,80.69,0.0,0.0,0.05,21.05,1.83,43.02,
11,Île-de-France,Données définitives,2024-12-08,09:30,2024-12-08T08:30:00+00:00,8311.0,137.0,0.0,126,2.0,4.0,0.0,146.0,7896.0,0.0,0.0,126.0,0.0,1.65,6.38,0.0,,1.52,86.9,0.02,0.48,0.05,21.05,1.76,42.44,
32,Hauts-de-France,Données définitives,2024-12-08,09:30,2024-12-08T08:30:00+00:00,5682.0,311.0,4537.0,5317,4.0,2.0,0.0,108.0,-4596.0,0.0,0.0,5317.0,0.0,5.47,12.94,79.85,83.1,93.58,83.97,0.07,0.52,0.04,50.0,1.9,54.82,
